Ticker,GyroXRaw,GyroYRaw,GyroZRaw,GyroXP,GyroYP,GyroZP
0.0,2.0,0.0,-2.0,2.0814049380140682,0.23491120799132723,-2.2513767649315266
0.005,1.0,1.0,-3.0,2.0842206167608293,0.24491820424146948,-2.260898453340231
0.01,3.0,1.0,-1.0,2.087366293739596,0.25442649965970615,-2.270430902516386
0.015,2.0,0.0,-2.0,2.090351391649212,0.2634454824181609,-2.2804772077178685
0.02,2.0,1.0,-3.0,2.0931788578752752,0.27223089917661375,-2.2908004467110548
0.025,2.0,0.0,-3.0,2.096098325781717,0.2807914243610346,-2.3006702874603153
0.030000000000000002,2.0,0.0,-2.0,2.099112677953271,0.28938235196556517,-2.310096475115512
0.035,1.0,0.0,-2.0,2.1024717322787856,0.2982590060026774,-2.3195820000154606
0.04,2.0,1.0,-2.0,2.1064256469944587,0.30718330936439925,-2.3293830694680104
0.045,2.0,1.0,-3.0,2.110731484444551,0.31567039037153194,-2.3392625191019794
0.049999999999999996,3.0,1.0,-3.0,2.1148998128314602,0.3234817872647543,-2.3487364203175756
0.05499999999999999,2.0,0.0,-3.0,2.118687906204317,0.33087205437404826,-2.3575672857086682
0.05999999999999999,2.0,1.0,-2.0,2.122346346418091,0.3380953302199658,-2.3660106761942554
0.06499999999999999,3.0,1.0,-3.0,2.1258787456939974,0.34491190520433945,-2.374321770113604
0.06999999999999999,2.0,1.0,-3.0,2.129041750186083,0.3510816681662061,-2.3822619319436433
0.075,2.0,0.0,-2.0,2.132085324557514,0.35685755254124085,-2.389839001533964
0.08,3.0,1.0,-3.0,2.135012473931587,0.3624921028626072,-2.3973073018476247
0.085,1.0,1.0,-2.0,2.137826088477458,0.36774404087781787,-2.4046742068339757
0.09000000000000001,1.0,0.0,-3.0,2.141269471119518,0.3726185521743942,-2.4119469903280195
0.09500000000000001,3.0,-1.0,-2.0,2.1453460217383467,0.3778609745370856,-2.4191328332323523
0.10000000000000002,2.0,1.0,-4.0,2.149319240527639,0.3837233257765493,-2.4259919889887755
0.10500000000000002,2.0,1.0,-2.0,2.1531930505104224,0.3894708693261429,-2.4322843884791534
0.11000000000000003,3.0,1.0,-2.0,2.1569712765568014,0.3946155968805324,-2.4385099278449296
0.11500000000000003,3.0,0.0,-4.0,2.1601639659233625,0.3994094297897966,-2.4446747539749585
0.12000000000000004,2.0,1.0,-2.0,2.1627742709645483,0.4041039429424057,-2.450291270574736
0.12500000000000003,3.0,1.0,-3.0,2.1650516106266173,0.40845692992468746,-2.4556118648230276
0.13000000000000003,1.0,1.0,-3.0,2.1672450750969743,0.4122258471114789,-2.4606417900962168
0.13500000000000004,2.0,1.0,-3.0,2.1698505133660437,0.4154144158052547,-2.465139171155314
0.14000000000000004,3.0,1.0,-2.0,2.1726236563376515,0.418025784291844,-2.4693552901821723
0.14500000000000005,2.0,0.0,-3.0,2.175073558883052,0.42030937256751477,-2.4735411516499424
0.15000000000000005,2.0,1.0,-3.0,2.1774494815724563,0.42251427698934363,-2.4774540469193314
0.15500000000000005,2.0,0.0,-3.0,2.180000611930845,0.4246426746060357,-2.480850997833373
0.16000000000000006,2.0,0.0,-2.0,2.1827294688588053,0.42694350854461394,-2.483982200046087
0.16500000000000006,3.0,1.0,-3.0,2.185391905119609,0.4294190505713722,-2.487097586820134
0.17000000000000007,1.0,0.0,-3.0,2.18799054951356,0.4318249033349411,-2.4899533925653983
0.17500000000000007,3.0,0.0,-3.0,2.190774809473584,0.4344102839122538,-2.4923055953901563
0.18000000000000008,3.0,1.0,-3.0,2.193253750847477,0.4371777450214155,-2.4941565177806186
0.18500000000000008,2.0,1.0,-2.0,2.195182979640271,0.43963633592359996,-2.4957548288940723
0.19000000000000009,3.0,1.0,-2.0,2.196811242326369,0.4415416425304657,-2.4975957900864705
0.1950000000000001,4.0,0.0,-3.0,2.197646463360614,0.4431423876964518,-2.4996812190611752
0.2000000000000001,2.0,0.0,-2.0,2.1974426257936823,0.44493383518081353,-2.5017663332822684
0.2050000000000001,2.0,0.0,-3.0,2.1969400532189103,0.4471645954173095,-2.503853191521627
0.2100000000000001,3.0,0.0,-2.0,2.196385091031559,0.4498368709838095,-2.5059438542731125
0.2150000000000001,2.0,2.0,-3.0,2.1955303496619982,0.45245961715847344,-2.5080403857870355
0.2200000000000001,2.0,0.0,-2.0,2.1946218267858275,0.4545417403158004,-2.510144856108325
0.22500000000000012,2.0,0.0,-3.0,2.19390546697659,0.4565789795115357,-2.512259343120422
0.23000000000000012,2.0,1.0,-2.0,2.193380562924626,0.4588201878659334,-2.514385934596913
0.23500000000000013,2.0,0.0,-3.0,2.1930465963572727,0.4610207366544125,-2.516526730262927
0.24000000000000013,1.0,1.0,-3.0,2.1931500791457106,0.46318279862507167,-2.5184370022497595
0.24500000000000013,2.0,0.0,-2.0,2.1939379550839475,0.46530850852541605,-2.5201186366959276
0.2500000000000001,3.0,0.0,-4.0,2.1949173188571267,0.4676468068287076,-2.5215732939909055
0.2550000000000001,3.0,1.0,-2.0,2.1953486126004873,0.47020000229229775,-2.5225555687959655
0.2600000000000001,3.0,0.0,-2.0,2.1949854205404393,0.47272377423721745,-2.5235601142134634
0.2650000000000001,2.0,1.0,-2.0,2.1940742256918915,0.47522061455127385,-2.5250816053350102
0.27000000000000013,2.0,1.0,-3.0,2.1931078116087432,0.4774461469123125,-2.5268747028113587
0.27500000000000013,2.0,1.0,-3.0,2.1923320657047007,0.47915572711780197,-2.5284474938496975
0.28000000000000014,3.0,1.0,-3.0,2.1914993804156935,0.48035104314992216,-2.529554689752596
0.28500000000000014,2.0,1.0,-2.0,2.1903620919576117,0.4810332752236494,-2.5304442253467423
0.29000000000000015,3.0,1.0,-2.0,2.1889190774099596,0.481203096952061,-2.531610662166904
0.29500000000000015,2.0,0.0,-3.0,2.187168911988551,0.48110751763001036,-2.5330551519136915
