Ticker,GyroXRaw,GyroYRaw,GyroZRaw,GyroXP,GyroYP,GyroZP
0.0,3.0,-1.0,-2.0,3.1472699469326,-1.1018815917845295,-1.9729096304067089
0.005,1.0,0.0,-3.0,3.11961194257765,-1.0762664947631446,-2.0027382838197423
0.01,1.0,-1.0,-3.0,3.0935530887561593,-1.051220383958945,-2.0318291160666995
0.015,1.0,-1.0,-3.0,3.0695613390666505,-1.0264716880632385,-2.059964008841478
0.02,3.0,0.0,-3.0,3.0471193216226755,-1.001995971043416,-2.087170741593962
0.025,2.0,0.0,-3.0,3.0254643530728784,-0.978262749634202,-2.113476177339946
0.030000000000000002,2.0,0.0,-3.0,3.004575052027312,-0.9554954320670224,-2.138906289184778
0.035,3.0,0.0,-2.0,2.984430793090452,-0.9336715386558018,-2.1637330275869013
0.04,3.0,1.0,-3.0,2.964518003259231,-0.9130163628384199,-2.1882277472540532
0.045,2.0,0.0,-3.0,2.9448170213125593,-0.8937563520053263,-2.212167791832658
0.049999999999999996,2.0,0.0,-3.0,2.925802078398497,-0.8756256478489577,-2.2353299573015537
0.05499999999999999,3.0,-1.0,-3.0,2.9074543997999,-0.8581126654827302,-2.257737113206396
0.05999999999999999,2.0,-1.0,-3.0,2.8895090280154663,-0.8407064299378464,-2.279411383621709
0.06499999999999999,2.0,0.0,-3.0,2.8721950860053003,-0.8233897548808857,-2.300374168995456
0.06999999999999999,3.0,-1.0,-3.0,2.855495478563523,-0.8063923840260229,-2.3206461672791225
0.075,3.0,0.0,-2.0,2.8389000338204684,-0.7896975347391247,-2.3404942359827534
0.08,2.0,0.0,-2.0,2.822392365990371,-0.7735355647042844,-2.36043165566111
0.085,3.0,-1.0,-3.0,2.8062030175740196,-0.757890516134131,-2.3804781118539666
0.09000000000000001,3.0,0.0,-3.0,2.790069162132975,-0.7425001000136455,-2.400159714522952
0.09500000000000001,2.0,0.0,-3.0,2.773974869639273,-0.7275959619804974,-2.419249055004129
0.10000000000000002,4.0,0.0,-4.0,2.757904249128078,-0.7134102278070367,-2.437518139853734
0.10500000000000002,2.0,-1.0,-3.0,2.7415945913889046,-0.6996820493563551,-2.4547381657350904
0.11000000000000003,2.0,1.0,-3.0,2.7255234760496383,-0.6863978718852977,-2.471172976743012
0.11500000000000003,3.0,0.0,-3.0,2.7099218766483606,-0.6740382622795351,-2.4870856416774716
0.12000000000000004,3.0,-1.0,-2.0,2.6942807054517326,-0.6623441754563353,-2.5027387137889145
