Ticker,GyroXRaw,GyroYRaw,GyroZRaw,GyroXP,GyroYP,GyroZP
0.0,1.0,1.0,-2.0,0.7278851642747591,1.3622382475571033,-2.295428875787857
0.005,2.0,1.0,-2.0,0.7780208935505514,1.346487966441245,-2.2784170095758456
0.01,1.0,1.0,-2.0,0.8274437648614985,1.3310797959271952,-2.2616800429849606
0.015,3.0,1.0,-2.0,0.8759557350752237,1.3159985225039583,-2.2452014504955096
0.02,3.0,0.0,-2.0,0.922864178429001,1.3014760970463388,-2.2289649616977245
0.025,3.0,1.0,-2.0,0.9677217275100147,1.2877450222168867,-2.2129545452269066
0.030000000000000002,3.0,0.0,-1.0,1.0105726731583462,1.2747917404126594,-2.1974012345531655
0.035,2.0,0.0,-1.0,1.0517061665796923,1.2628503036160437,-2.182783356096122
0.04,2.0,1.0,-1.0,1.091656504843572,1.251908921252692,-2.1693333182712347
0.045,2.0,1.0,-2.0,1.1307099751931962,1.2414631069313316,-2.156790999343505
0.049999999999999996,1.0,0.0,-2.0,1.1691519793344647,1.2315025468051048,-2.1446503322105697
0.05499999999999999,2.0,1.0,-2.0,1.207267315232043,1.2222642477694505,-2.132652487966154
0.05999999999999999,3.0,2.0,-2.0,1.2445999334536084,1.2132454050004768,-2.1207856203410866
0.06499999999999999,2.0,1.0,-2.0,1.2806930117376458,1.2039434303580523,-2.1090380123881203
0.06999999999999999,2.0,1.0,-1.0,1.315829028798179,1.1945959810028424,-2.0976449065315816
0.075,3.0,0.0,-1.0,1.350042676760494,1.1856875108138782,-2.087088736837854
0.08,3.0,2.0,-2.0,1.382874053796407,1.1772092238663583,-2.0773590804988844
0.085,2.0,2.0,-2.0,1.4143555765069082,1.1684122241282742,-2.067952647541054
0.09000000000000001,2.0,0.0,-1.0,1.445012011929226,1.1592878257370103,-2.058860150367817
0.09500000000000001,3.0,0.0,0.0,1.4748736291999174,1.150814386041786,-2.0508131362080135
0.10000000000000002,3.0,1.0,-1.0,1.5034762294415989,1.1432303802708965,-2.044297342946788
0.10500000000000002,2.0,1.0,-2.0,1.530848053902827,1.1360346369941583,-2.0388126538711773
0.11000000000000003,2.0,0.0,-2.0,1.5575098118425594,1.1292200513759025,-2.0336131287273496
0.11500000000000003,2.0,0.0,-1.0,1.5837346698053034,1.1232735781598977,-2.0286936336784955
0.12000000000000004,3.0,1.0,-2.0,1.609301679718032,1.1181893459978502,-2.0242961529987054
0.12500000000000003,3.0,1.0,-2.0,1.6337424023520366,1.1134686516522314,-2.0201695031444125
0.13000000000000003,2.0,2.0,-2.0,1.6570809696574533,1.1086131508305646,-2.016062767981327
0.13500000000000004,3.0,1.0,-2.0,1.6795872669717697,1.1033712077555502,-2.011971892656831
0.14000000000000004,2.0,2.0,-2.0,1.7012835162584143,1.0977376467083362,-2.0078928379777783
0.14500000000000005,2.0,0.0,-1.0,1.722437981285123,1.0919537469181853,-2.004068418040904
0.15000000000000005,2.0,1.0,-1.0,1.7433183908800167,1.086507480793499,-2.000988539979323
0.15500000000000005,2.0,0.0,-2.0,1.763945361659499,1.0816403124922678,-1.998650162824693
0.16000000000000006,3.0,1.0,-2.0,1.784092418384411,1.0773474363356863,-1.9965572945046626
0.16500000000000006,3.0,1.0,-2.0,1.8032857703459744,1.0733777720631872,-1.994461026972645
0.17000000000000007,2.0,2.0,-2.0,1.8215443684164452,1.069233716924209,-1.9923592904443583
0.17500000000000007,2.0,1.0,-2.0,1.8393799237605701,1.0646643375990676,-1.9902500097356168
0.18000000000000008,1.0,1.0,-2.0,1.8573037298448907,1.0599119640543817,-1.9881311022133636
